#TYPE Deserialized.Selected.System.ServiceProcess.ServiceController
"Name","DisplayName","Status","StartType","PSComputerName","RunspaceId","PSShowComputerName"
"shpamsvc","Shared PC Account Manager","Stopped","Disabled","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"smphost","Microsoft Storage Spaces SMP","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"SmsRouter","Microsoft Windows SMS Router Service.","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"SNMPTRAP","SNMP Trap","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"spectrum","Windows Perception Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"Spooler","Print Spooler","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"sppsvc","Software Protection","Stopped","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"SSDPSRV","SSDP Discovery","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"ssh-agent","OpenSSH Authentication Agent","Stopped","Disabled","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"SstpSvc","Secure Socket Tunneling Protocol Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"StateRepository","State Repository Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"stisvc","Windows Image Acquisition (WIA)","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"StorSvc","Storage Service","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"svsvc","Spot Verifier","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"swprv","Microsoft Software Shadow Copy Provider","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"SysMain","SysMain","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"SystemEventsBroker","System Events Broker","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TabletInputService","Touch Keyboard and Handwriting Panel Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TapiSrv","Telephony","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TermService","Remote Desktop Services","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"Themes","Themes","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TieringEngineService","Storage Tiers Management","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TimeBrokerSvc","Time Broker","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TokenBroker","Web Account Manager","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TrkWks","Distributed Link Tracking Client","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TroubleshootingSvc","Recommended Troubleshooting Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"TrustedInstaller","Windows Modules Installer","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"tzautoupdate","Auto Time Zone Updater","Stopped","Disabled","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"UevAgentService","User Experience Virtualization Service","Stopped","Disabled","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"UmRdpService","Remote Desktop Services UserMode Port Redirector","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"upnphost","UPnP Device Host","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"UserManager","User Manager","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"UsoSvc","Update Orchestrator Service","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"VacSvc","Volumetric Audio Compositor Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"VaultSvc","Credential Manager","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vds","Virtual Disk","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vmicguestinterface","Hyper-V Guest Service Interface","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vmicheartbeat","Hyper-V Heartbeat Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vmickvpexchange","Hyper-V Data Exchange Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vmicrdv","Hyper-V Remote Desktop Virtualization Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vmicshutdown","Hyper-V Guest Shutdown Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vmictimesync","Hyper-V Time Synchronization Service","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vmicvmsession","Hyper-V PowerShell Direct Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"vmicvss","Hyper-V Volume Shadow Copy Requestor","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"VSS","Volume Shadow Copy","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"W32Time","Windows Time","Running","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WaaSMedicSvc","Windows Update Medic Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WalletService","WalletService","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WarpJITSvc","WarpJITSvc","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wbengine","Block Level Backup Engine Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"WbioSrvc","Windows Biometric Service","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"Wcmsvc","Windows Connection Manager","Running","Automatic","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
"wcncsvc","Windows Connect Now - Config Registrar","Stopped","Manual","W1017678","306725b9-41f9-4466-874c-98b8acabdada","True"
